method,family,method_type,regime,noise,future_idx,valid_rate,cat_rate,beats_rate,med_error,med_improve,stability,n_seeds
wynn_rho_1,wynn_rho,limit,single_exp,0.001,1000,1.0,0.0,0.1667,0.021739600759938194,0.9793680196314298,1.0667,30
wynn_rho_2,wynn_rho,limit,single_exp,0.001,1000,1.0,0.0,0.5,0.02158037254550866,1.0030800438231076,1.2,30
wynn_rho_3,wynn_rho,limit,single_exp,0.001,1000,1.0,0.0,0.4,0.021911617107623033,0.9678824301231742,1.16,30
pade_11,pade,trajectory,single_exp,0.001,1000,1.0,0.0,0.0,0.0691972920944598,0.29690094586705923,1.0,30
pade_12,pade,trajectory,single_exp,0.001,1000,1.0,0.0,1.0,0.012342735181040511,1.662469992850422,1.4,30
pade_13,pade,trajectory,single_exp,0.001,1000,1.0,0.0,1.0,0.009797912129995536,2.097733563990059,1.4,30
pade_21,pade,trajectory,single_exp,0.001,1000,1.0,1.0,0.0,1.4201375953433617,0.014774514771373221,-1.0,30
pade_22,pade,trajectory,single_exp,0.001,1000,1.0,0.2,0.0,0.097134108341575,0.2093656261891444,0.6,30
pade_23,pade,trajectory,single_exp,0.001,1000,1.0,0.0,1.0,0.01251741513359472,1.6289853412370308,1.4,30
pade_31,pade,trajectory,single_exp,0.001,1000,0.8667,1.0,0.0,176.46506879097575,0.0001264880264317787,-1.1333,30
pade_32,pade,trajectory,single_exp,0.001,1000,1.0,1.0,0.0,1.5344291753193406,0.013723740825278323,-1.0,30
levin_t1,levin,limit,single_exp,0.001,1000,1.0,0.0,0.5667,0.02145764291415539,1.002124324614751,1.2267,30
levin_t2,levin,limit,single_exp,0.001,1000,1.0,0.0,0.3333,0.021415681404790804,0.9486366348232602,1.1333,30
levin_u1,levin,limit,single_exp,0.001,1000,1.0,0.0,0.5667,0.021464559157664584,1.001986390900067,1.2267,30
levin_u2,levin,limit,single_exp,0.001,1000,1.0,0.0,0.3333,0.021396828953807165,0.9486181355845775,1.1333,30
levin_v1,levin,limit,single_exp,0.001,1000,1.0,0.0,0.1333,0.022639357288379243,0.9250944519993158,1.0533,30
levin_v2,levin,limit,single_exp,0.001,1000,1.0,0.0,0.1667,0.023185417563073497,0.9014390309467206,1.0667,30
weniger_d1,weniger,limit,single_exp,0.001,1000,1.0,0.0,1.0,0.010000000000000004,2.0557654606258584,1.4,30
weniger_d2,weniger,limit,single_exp,0.001,1000,1.0,0.0,1.0,0.010000000000000004,2.0557654606258584,1.4,30
brezinski_theta1,brezinski,limit,single_exp,0.001,1000,1.0,0.0,0.5667,0.020902757303823138,1.0535406346065521,1.2267,30
brezinski_theta2,brezinski,limit,single_exp,0.001,1000,0.9667,0.0333,0.1667,0.024777030043263717,0.81920740947255,0.9667,30
neville_2,neville,trajectory,single_exp,0.001,1000,0.5667,1.0,0.0,7.1801359447778195,0.003018965633825314,-1.4333,30
neville_3,neville,trajectory,single_exp,0.001,1000,0.3667,1.0,0.0,230.69958849820236,9.359459112442942e-05,-1.6333,30
neville_4,neville,trajectory,single_exp,0.001,1000,0.0,1.0,0.0,,,-2.0,30
anderson_1,anderson,limit,single_exp,0.001,1000,1.0,0.0,0.5667,0.021457877278847036,1.002117790826912,1.2267,30
anderson_2,anderson,limit,single_exp,0.001,1000,1.0,0.0,0.5,0.0211271903554512,1.001371042085926,1.2,30
anderson_3,anderson,limit,single_exp,0.001,1000,1.0,0.0,0.3667,0.021018140380881258,0.9892908659894807,1.1467,30
median_ensemble,ensemble,trajectory,single_exp,0.001,1000,1.0,0.0,0.7,0.0204226501538729,1.009105301691776,1.28,30
stability_weighted,ensemble,trajectory,single_exp,0.001,1000,1.0,0.0,0.6667,0.02016362604775822,1.0407863796153056,1.2667,30
best_shanks_wynn,ensemble,limit,single_exp,0.001,1000,1.0,0.0,0.5667,0.02145764291415537,1.002124324614752,1.2267,30
current_value,baseline,limit,single_exp,0.001,5000,1.0,0.0,0.0,0.020557654606258597,1.0,1.0,30
linear,baseline,trajectory,single_exp,0.001,5000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,single_exp,0.001,5000,1.0,0.0,1.0,2.943511913273099e-06,7083.179481077589,1.4,30
geom_avg_diff,baseline,limit,single_exp,0.001,5000,0.4667,0.6,0.2,0.02583392696679503,0.8357409323567689,-0.6533,30
richardson_1,richardson,trajectory,single_exp,0.001,5000,1.0,0.0,1.0,0.008778066463839747,2.342333660837685,1.4,30
richardson_2,richardson,trajectory,single_exp,0.001,5000,1.0,0.0,1.0,0.009453266595872523,2.174814799267392,1.4,30
richardson_3,richardson,trajectory,single_exp,0.001,5000,1.0,0.0,1.0,0.009661548159323935,2.127871053400166,1.4,30
richardson_a05,richardson,trajectory,single_exp,0.001,5000,1.0,1.0,0.0,0.23204891102708508,0.08852544761273021,-1.0,30
richardson_a10,richardson,trajectory,single_exp,0.001,5000,1.0,0.0,0.0,0.08770194736513932,0.2342918344097228,1.0,30
richardson_a20,richardson,trajectory,single_exp,0.001,5000,1.0,0.0,1.0,0.0003043063281082028,66.49494875886732,1.4,30
single_exp_fit,parametric,trajectory,single_exp,0.001,5000,1.0,0.0,1.0,0.00037185968351752165,54.19352301572502,1.4,30
double_exp_fit,parametric,trajectory,single_exp,0.001,5000,1.0,0.0,1.0,0.0007258791941830529,31.625507910225586,1.4,30
rational_fit,parametric,trajectory,single_exp,0.001,5000,1.0,0.0,1.0,0.008820890538023894,2.330748924135887,1.4,30
log_fit,parametric,trajectory,single_exp,0.001,5000,1.0,0.0,0.0,0.03672665402991923,0.559644458881543,1.0,30
shanks_1,shanks,limit,single_exp,0.001,5000,1.0,0.0,0.5667,0.02145764291415537,1.0021243246147518,1.2267,30
shanks_2,shanks,limit,single_exp,0.001,5000,1.0,0.0333,0.0667,0.022696120800570846,0.9159530106782111,0.96,30
shanks_3,shanks,limit,single_exp,0.001,5000,1.0,0.0,0.1333,0.022943887941372546,0.9197391548283068,1.0533,30
shanks_4,shanks,limit,single_exp,0.001,5000,1.0,0.0,0.0667,0.024150748123262778,0.8695466812562205,1.0267,30
wynn_eps_1,wynn_eps,limit,single_exp,0.001,5000,1.0,0.0,0.5667,0.02145764291415539,1.0021243246147509,1.2267,30
wynn_eps_2,wynn_eps,limit,single_exp,0.001,5000,1.0,0.0,0.3,0.021993494685859503,0.9405727815139253,1.12,30
wynn_eps_3,wynn_eps,limit,single_exp,0.001,5000,1.0,0.0,0.3333,0.02275018388717468,0.9248963815019182,1.1333,30
wynn_rho_1,wynn_rho,limit,single_exp,0.001,5000,1.0,0.0,0.1667,0.021739600759938194,0.9793680196314298,1.0667,30
wynn_rho_2,wynn_rho,limit,single_exp,0.001,5000,1.0,0.0,0.5,0.02158037254550866,1.0030800438231076,1.2,30
wynn_rho_3,wynn_rho,limit,single_exp,0.001,5000,1.0,0.0,0.4,0.021911617107623033,0.9678824301231742,1.16,30
pade_11,pade,trajectory,single_exp,0.001,5000,1.0,0.0,0.0,0.07588388016202563,0.27085420126658877,1.0,30
pade_12,pade,trajectory,single_exp,0.001,5000,1.0,0.0,1.0,0.010552021791370592,1.9467156943298958,1.4,30
pade_13,pade,trajectory,single_exp,0.001,5000,1.0,0.0,1.0,0.009992127435083287,2.0573558161747094,1.4,30
pade_21,pade,trajectory,single_exp,0.001,5000,1.0,1.0,0.0,8.67538822271999,0.0024172536026439645,-1.0,30
pade_22,pade,trajectory,single_exp,0.001,5000,1.0,0.7667,0.0,0.10603372182679249,0.192178480949251,-0.5333,30
pade_23,pade,trajectory,single_exp,0.001,5000,1.0,0.0,1.0,0.01059007460707205,1.9481683114532047,1.4,30
pade_31,pade,trajectory,single_exp,0.001,5000,0.0,1.0,0.0,,,-2.0,30
pade_32,pade,trajectory,single_exp,0.001,5000,1.0,1.0,0.0,9.359373977340722,0.0022543918149153493,-1.0,30
levin_t1,levin,limit,single_exp,0.001,5000,1.0,0.0,0.5667,0.02145764291415539,1.0021243246147509,1.2267,30
levin_t2,levin,limit,single_exp,0.001,5000,1.0,0.0,0.3333,0.021415681404790804,0.9486366348232602,1.1333,30
levin_u1,levin,limit,single_exp,0.001,5000,1.0,0.0,0.5667,0.021464559157664584,1.001986390900067,1.2267,30
levin_u2,levin,limit,single_exp,0.001,5000,1.0,0.0,0.3333,0.021396828953807165,0.9486181355845775,1.1333,30
levin_v1,levin,limit,single_exp,0.001,5000,1.0,0.0,0.1333,0.022639357288379243,0.9250944519993158,1.0533,30
levin_v2,levin,limit,single_exp,0.001,5000,1.0,0.0,0.1667,0.023185417563073497,0.9014390309467211,1.0667,30
weniger_d1,weniger,limit,single_exp,0.001,5000,1.0,0.0,1.0,0.01,2.0557654606258597,1.4,30
weniger_d2,weniger,limit,single_exp,0.001,5000,1.0,0.0,1.0,0.01,2.0557654606258597,1.4,30
brezinski_theta1,brezinski,limit,single_exp,0.001,5000,1.0,0.0,0.5667,0.02090275730382314,1.053540634606552,1.2267,30
brezinski_theta2,brezinski,limit,single_exp,0.001,5000,0.9667,0.0333,0.1667,0.024777030043263717,0.81920740947255,0.9667,30
neville_2,neville,trajectory,single_exp,0.001,5000,0.5667,1.0,0.0,8.344477389632315,0.002598000283400474,-1.4333,30
neville_3,neville,trajectory,single_exp,0.001,5000,0.2667,1.0,0.0,233.57787961391108,9.244691430766518e-05,-1.7333,30
neville_4,neville,trajectory,single_exp,0.001,5000,0.0,1.0,0.0,,,-2.0,30
anderson_1,anderson,limit,single_exp,0.001,5000,1.0,0.0,0.5667,0.021457877278847036,1.002117790826912,1.2267,30
anderson_2,anderson,limit,single_exp,0.001,5000,1.0,0.0,0.5,0.021127190355451204,1.001371042085926,1.2,30
anderson_3,anderson,limit,single_exp,0.001,5000,1.0,0.0,0.3667,0.021018140380881265,0.9892908659894807,1.1467,30
median_ensemble,ensemble,trajectory,single_exp,0.001,5000,1.0,0.0,0.7,0.0204226501538729,1.009105301691776,1.28,30
stability_weighted,ensemble,trajectory,single_exp,0.001,5000,1.0,0.0,0.9,0.016524222153836303,1.2678778270144857,1.36,30
best_shanks_wynn,ensemble,limit,single_exp,0.001,5000,1.0,0.0,0.5667,0.02145764291415537,1.0021243246147518,1.2267,30
current_value,baseline,limit,single_exp,0.005,150,1.0,0.0,0.0,0.017061699872782325,1.0,1.0,30
linear,baseline,trajectory,single_exp,0.005,150,1.0,1.0,0.0,0.194042201407855,0.08803660676349716,-1.0,30
log_linear,baseline,trajectory,single_exp,0.005,150,1.0,0.0,1.0,0.005617494804328561,3.0465321170877084,1.4,30
geom_avg_diff,baseline,limit,single_exp,0.005,150,0.6,0.5,0.2,0.026078819114525986,0.7108759196112933,-0.32,30
richardson_1,richardson,trajectory,single_exp,0.005,150,1.0,0.0,0.0333,0.025517707962505628,0.667273261164358,1.0133,30
richardson_2,richardson,trajectory,single_exp,0.005,150,1.0,0.0,0.3,0.019136920262179502,0.8905013430326627,1.12,30
richardson_3,richardson,trajectory,single_exp,0.005,150,1.0,0.0,0.7,0.01577283428173239,1.0810701230809963,1.28,30
richardson_a05,richardson,trajectory,single_exp,0.005,150,1.0,0.0667,0.0,0.05500752202181384,0.31095127890124463,0.8667,30
richardson_a10,richardson,trajectory,single_exp,0.005,150,1.0,0.0,0.0,0.028104968522529562,0.619730796520009,1.0,30
richardson_a20,richardson,trajectory,single_exp,0.005,150,1.0,0.0,1.0,0.008331396290748885,2.070705574410617,1.4,30
single_exp_fit,parametric,trajectory,single_exp,0.005,150,1.0,0.0,1.0,0.0017764382544279362,9.398837195237665,1.4,30
double_exp_fit,parametric,trajectory,single_exp,0.005,150,1.0,0.0,1.0,0.0033206810473545264,5.682662655598457,1.4,30
rational_fit,parametric,trajectory,single_exp,0.005,150,1.0,0.0,0.0333,0.026619737809683314,0.6397155227162494,1.0133,30
log_fit,parametric,trajectory,single_exp,0.005,150,1.0,0.2,0.0,0.06703754134595794,0.2538529594249555,0.6,30
shanks_1,shanks,limit,single_exp,0.005,150,1.0,0.0,0.5667,0.017280415473460212,1.0027590407114875,1.2267,30
shanks_2,shanks,limit,single_exp,0.005,150,1.0,0.0,0.1333,0.020930150791974293,0.8094925786287168,1.0533,30
shanks_3,shanks,limit,single_exp,0.005,150,1.0,0.0,0.2667,0.0207004259412677,0.8257563585145707,1.1067,30
shanks_4,shanks,limit,single_exp,0.005,150,1.0,0.0,0.2,0.021728107485388795,0.8254446992750126,1.08,30
wynn_eps_1,wynn_eps,limit,single_exp,0.005,150,1.0,0.0,0.5667,0.01728041547346018,1.0027590407114872,1.2267,30
wynn_eps_2,wynn_eps,limit,single_exp,0.005,150,1.0,0.0333,0.2667,0.020919270266250997,0.8420893453488973,1.04,30
wynn_eps_3,wynn_eps,limit,single_exp,0.005,150,1.0,0.0,0.2667,0.02099712034578768,0.8080832869327226,1.1067,30
wynn_rho_1,wynn_rho,limit,single_exp,0.005,150,1.0,0.0,0.3667,0.017892506262738833,0.9555717056534728,1.1467,30
wynn_rho_2,wynn_rho,limit,single_exp,0.005,150,1.0,0.1,0.3667,0.020099652643505772,0.9342841181008821,0.9467,30
wynn_rho_3,wynn_rho,limit,single_exp,0.005,150,1.0,0.0,0.3,0.020041515396190528,0.8656287997031071,1.12,30
pade_11,pade,trajectory,single_exp,0.005,150,1.0,0.0,0.0,0.032276107367528145,0.5249122907533834,1.0,30
pade_12,pade,trajectory,single_exp,0.005,150,1.0,0.1333,0.0,0.03514558625899626,0.46608475526162296,0.7333,30
pade_13,pade,trajectory,single_exp,0.005,150,1.0,0.0,1.0,0.0016103506251361954,10.624349030670334,1.4,30
pade_21,pade,trajectory,single_exp,0.005,150,0.9333,1.0,0.0,0.5756221975240291,0.03238412253795886,-1.0667,30
pade_22,pade,trajectory,single_exp,0.005,150,1.0,0.0,0.0,0.03429678108895558,0.5166740232082794,1.0,30
pade_23,pade,trajectory,single_exp,0.005,150,0.9667,0.5667,0.0,0.09124865928813283,0.18508378540121004,-0.1667,30
pade_31,pade,trajectory,single_exp,0.005,150,1.0,1.0,0.0,0.3265660552664553,0.054293843786448234,-1.0,30
pade_32,pade,trajectory,single_exp,0.005,150,1.0,1.0,0.0,0.2234370011744209,0.07192600437300779,-1.0,30
levin_t1,levin,limit,single_exp,0.005,150,1.0,0.0,0.5667,0.017280415473460178,1.0027590407114872,1.2267,30
levin_t2,levin,limit,single_exp,0.005,150,0.9667,0.0667,0.4333,0.017417311597917644,0.9509464556307334,1.0067,30
levin_u1,levin,limit,single_exp,0.005,150,1.0,0.0,0.5667,0.017277163500657902,1.0030055319218563,1.2267,30
levin_u2,levin,limit,single_exp,0.005,150,1.0,0.0667,0.4333,0.017441937086512205,0.9485576769352565,1.04,30
levin_v1,levin,limit,single_exp,0.005,150,1.0,0.0667,0.3,0.019673468683198175,0.807919994169756,0.9867,30
levin_v2,levin,limit,single_exp,0.005,150,1.0,0.0,0.3333,0.020145178741441436,0.84075856597261,1.1333,30
weniger_d1,weniger,limit,single_exp,0.005,150,1.0,0.0,0.8667,0.011859064132499769,1.4387054224645546,1.3467,30
weniger_d2,weniger,limit,single_exp,0.005,150,1.0,0.0,0.8667,0.011859064132499769,1.4387054224645546,1.3467,30
brezinski_theta1,brezinski,limit,single_exp,0.005,150,1.0,0.0,0.5333,0.014875806423430674,1.2463155716816527,1.2133,30
brezinski_theta2,brezinski,limit,single_exp,0.005,150,1.0,0.0333,0.3,0.025652222835798478,0.6404109087323266,1.0533,30
neville_2,neville,trajectory,single_exp,0.005,150,0.5667,1.0,0.0,5.58364589527355,0.002872455956271048,-1.4333,30
neville_3,neville,trajectory,single_exp,0.005,150,0.6,1.0,0.0,117.80235002086943,0.0001470434919645847,-1.4,30
neville_4,neville,trajectory,single_exp,0.005,150,0.1,1.0,0.0,211.5170885371209,0.00010950278159107926,-1.9,30
anderson_1,anderson,limit,single_exp,0.005,150,1.0,0.0,0.5667,0.01727959358761704,1.0027581756082502,1.2267,30
anderson_2,anderson,limit,single_exp,0.005,150,1.0,0.0,0.4667,0.01716771991570075,0.9973371224153752,1.1867,30
anderson_3,anderson,limit,single_exp,0.005,150,1.0,0.0,0.4,0.017549309409403725,0.9837908676971645,1.16,30
median_ensemble,ensemble,trajectory,single_exp,0.005,150,1.0,0.0,0.2,0.020725322296332702,0.800952284741543,1.08,30
stability_weighted,ensemble,trajectory,single_exp,0.005,150,1.0,0.0,0.3,0.019196262584068275,0.874370425781265,1.12,30
best_shanks_wynn,ensemble,limit,single_exp,0.005,150,1.0,0.0,0.5667,0.017280415473460212,1.0027590407114875,1.2267,30
current_value,baseline,limit,single_exp,0.005,1000,1.0,0.0,0.0,0.018920764005282087,1.0,1.0,30
linear,baseline,trajectory,single_exp,0.005,1000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,single_exp,0.005,1000,1.0,0.0,1.0,9.715601486623426e-05,190.14223338648338,1.4,30
geom_avg_diff,baseline,limit,single_exp,0.005,1000,0.6,0.4667,0.2,0.027938010779757206,0.7521762521199287,-0.2533,30
richardson_1,richardson,trajectory,single_exp,0.005,1000,1.0,0.0,1.0,0.0041451048090473015,4.538315996084673,1.4,30
richardson_2,richardson,trajectory,single_exp,0.005,1000,1.0,0.0,1.0,0.006520899153010764,2.8937617491316137,1.4,30
richardson_3,richardson,trajectory,single_exp,0.005,1000,1.0,0.0,1.0,0.007453112215582503,2.535232172198304,1.4,30
richardson_a05,richardson,trajectory,single_exp,0.005,1000,1.0,1.0,0.0,0.18661971716764253,0.10176046261976171,-1.0,30
richardson_a10,richardson,trajectory,single_exp,0.005,1000,1.0,0.2667,0.0,0.08067768302348427,0.2357037096194915,0.4667,30
richardson_a20,richardson,trajectory,single_exp,0.005,1000,1.0,0.0,1.0,0.0006369611099343942,27.595608529777607,1.4,30
single_exp_fit,parametric,trajectory,single_exp,0.005,1000,1.0,0.0,1.0,0.0020730351076557784,9.364951623412878,1.4,30
double_exp_fit,parametric,trajectory,single_exp,0.005,1000,1.0,0.0,1.0,0.0042042528302322826,4.968133084548437,1.4,30
rational_fit,parametric,trajectory,single_exp,0.005,1000,1.0,0.0,1.0,0.004132221037488785,4.5566551311089025,1.4,30
log_fit,parametric,trajectory,single_exp,0.005,1000,1.0,0.0,0.0,0.047411301620377336,0.39821033232134995,1.0,30
shanks_1,shanks,limit,single_exp,0.005,1000,1.0,0.0,0.5667,0.019139479605959974,1.0025114183997474,1.2267,30
shanks_2,shanks,limit,single_exp,0.005,1000,1.0,0.0,0.1333,0.022789214924474062,0.8265260299545589,1.0533,30
shanks_3,shanks,limit,single_exp,0.005,1000,1.0,0.0,0.2667,0.022477320456818103,0.8660990800186451,1.1067,30
shanks_4,shanks,limit,single_exp,0.005,1000,1.0,0.0,0.2,0.023587171617888564,0.8389169392046455,1.08,30
wynn_eps_1,wynn_eps,limit,single_exp,0.005,1000,1.0,0.0,0.5667,0.019139479605959946,1.0025114183997474,1.2267,30
wynn_eps_2,wynn_eps,limit,single_exp,0.005,1000,1.0,0.0,0.2667,0.022778334398750766,0.8561677428049936,1.1067,30
wynn_eps_3,wynn_eps,limit,single_exp,0.005,1000,1.0,0.0,0.2667,0.02285618447828745,0.8261427550430342,1.1067,30
wynn_rho_1,wynn_rho,limit,single_exp,0.005,1000,1.0,0.0,0.3667,0.019751570395238602,0.9592363637328807,1.1467,30
wynn_rho_2,wynn_rho,limit,single_exp,0.005,1000,1.0,0.1,0.4,0.02164714520210728,0.9403837576129218,0.96,30
wynn_rho_3,wynn_rho,limit,single_exp,0.005,1000,1.0,0.0,0.3667,0.02168013323724489,0.9401856086983328,1.1467,30
pade_11,pade,trajectory,single_exp,0.005,1000,1.0,0.4667,0.0,0.09107098693249446,0.2061071692557612,0.0667,30
pade_12,pade,trajectory,single_exp,0.005,1000,1.0,0.0,1.0,0.004457343940105883,4.244619132921754,1.4,30
pade_13,pade,trajectory,single_exp,0.005,1000,1.0,0.0,1.0,0.00980940555276143,1.9294544250129504,1.4,30
pade_21,pade,trajectory,single_exp,0.005,1000,0.0667,1.0,0.0,39.247708448911425,0.00040618002428482775,-1.9333,30
pade_22,pade,trajectory,single_exp,0.005,1000,1.0,0.4667,0.0,0.09528378920415814,0.20480444992538388,0.0667,30
pade_23,pade,trajectory,single_exp,0.005,1000,1.0,0.0,0.9667,0.003467076366018937,5.735414053946998,1.3867,30
pade_31,pade,trajectory,single_exp,0.005,1000,1.0,1.0,0.0,57.961426718193195,0.00033225446586795384,-1.0,30
pade_32,pade,trajectory,single_exp,0.005,1000,0.7667,1.0,0.0,11.91831198707925,0.0017177081078795812,-1.2333,30
levin_t1,levin,limit,single_exp,0.005,1000,1.0,0.0,0.5667,0.019139479605959946,1.0025114183997474,1.2267,30
levin_t2,levin,limit,single_exp,0.005,1000,0.9667,0.0667,0.4333,0.019276375730417412,0.9548577188833233,1.0067,30
levin_u1,levin,limit,single_exp,0.005,1000,1.0,0.0,0.5667,0.019136227633157667,1.0027364933713523,1.2267,30
levin_u2,levin,limit,single_exp,0.005,1000,1.0,0.0667,0.4333,0.019301001219011973,0.9530418710702535,1.04,30
levin_v1,levin,limit,single_exp,0.005,1000,1.0,0.0667,0.3,0.021532532815697943,0.8232183174602508,0.9867,30
levin_v2,levin,limit,single_exp,0.005,1000,1.0,0.0,0.3333,0.022004242873941204,0.8537407826267199,1.1333,30
weniger_d1,weniger,limit,single_exp,0.005,1000,1.0,0.0,1.0,0.010000000000000004,1.892076400528208,1.4,30
weniger_d2,weniger,limit,single_exp,0.005,1000,1.0,0.0,1.0,0.010000000000000004,1.892076400528208,1.4,30
brezinski_theta1,brezinski,limit,single_exp,0.005,1000,1.0,0.0,0.5333,0.01673487055593044,1.2213738709016606,1.2133,30
brezinski_theta2,brezinski,limit,single_exp,0.005,1000,1.0,0.0333,0.3,0.02703186881210502,0.6641455365667744,1.0533,30
neville_2,neville,trajectory,single_exp,0.005,1000,0.5667,1.0,0.0,28.24989365728293,0.0006335542802113355,-1.4333,30
neville_3,neville,trajectory,single_exp,0.005,1000,0.1,1.0,0.0,170.7249290770793,0.00014655606428786187,-1.9,30
neville_4,neville,trajectory,single_exp,0.005,1000,0.0,1.0,0.0,,,-2.0,30
anderson_1,anderson,limit,single_exp,0.005,1000,1.0,0.0,0.5667,0.01913865772011681,1.0025106340857342,1.2267,30
anderson_2,anderson,limit,single_exp,0.005,1000,1.0,0.0,0.4667,0.019026784048200518,0.9976151479456867,1.1867,30
anderson_3,anderson,limit,single_exp,0.005,1000,1.0,0.0,0.4,0.01940837354190349,0.9853609213429547,1.16,30
median_ensemble,ensemble,trajectory,single_exp,0.005,1000,1.0,0.0,0.6333,0.018092077505396553,1.0205411777517472,1.2533,30
stability_weighted,ensemble,trajectory,single_exp,0.005,1000,1.0,0.0,0.4,0.019848236949133964,0.946449316680148,1.16,30
best_shanks_wynn,ensemble,limit,single_exp,0.005,1000,1.0,0.0,0.5667,0.019139479605959974,1.0025114183997474,1.2267,30
current_value,baseline,limit,single_exp,0.005,5000,1.0,0.0,0.0,0.018920764005282094,1.0,1.0,30
linear,baseline,trajectory,single_exp,0.005,5000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,single_exp,0.005,5000,1.0,0.0,1.0,2.442887682003493e-06,7650.454637054691,1.4,30
geom_avg_diff,baseline,limit,single_exp,0.005,5000,0.6,0.4667,0.2,0.027938010779757206,0.7521762521199287,-0.2533,30
richardson_1,richardson,trajectory,single_exp,0.005,5000,1.0,0.0,1.0,0.008785156369297924,2.1546033657441033,1.4,30
richardson_2,richardson,trajectory,single_exp,0.005,5000,1.0,0.0,1.0,0.009455919071826274,2.0015628936241363,1.4,30
richardson_3,richardson,trajectory,single_exp,0.005,5000,1.0,0.0,1.0,0.009663008749542106,1.9583747446201654,1.4,30
richardson_a05,richardson,trajectory,single_exp,0.005,5000,1.0,1.0,0.0,0.23317376610012225,0.08142469992301117,-1.0,30
richardson_a10,richardson,trajectory,single_exp,0.005,5000,1.0,0.3,0.0,0.0883664089424436,0.21520502996320295,0.4,30
richardson_a20,richardson,trajectory,single_exp,0.005,5000,1.0,0.0,1.0,0.0005599248820488721,33.197730330520116,1.4,30
single_exp_fit,parametric,trajectory,single_exp,0.005,5000,1.0,0.0,1.0,0.002073035107655782,9.364951623412862,1.4,30
double_exp_fit,parametric,trajectory,single_exp,0.005,5000,1.0,0.0,1.0,0.0042042528302323225,4.9681330845484215,1.4,30
