regime,is_holdout,obs_idx,target_g,method,n_f,achieved_g,med_error,med_skill,n
log_slow,0,90,0.1,window_mean,50000.0,0.41863546463489004,0.12189501409949945,1.3518353249413906,60
log_slow,0,90,0.1,window_min,50000.0,0.41863546463489004,0.09524182053798266,1.0,60
log_slow,0,90,0.02,current_value,50000.0,0.41863546463489004,0.10267907838647497,1.121095154739515,60
log_slow,0,90,0.02,richardson_1,50000.0,0.41863546463489004,0.02333994323023124,0.2835249415712783,60
log_slow,0,90,0.02,richardson_a10,50000.0,0.41863546463489004,0.0774620337036061,0.8662831666329514,60
log_slow,0,90,0.02,single_exp_fit,50000.0,0.41863546463489004,0.08980235102498024,0.9570082753312688,60
log_slow,0,90,0.02,rational_fit,50000.0,0.41863546463489004,0.05848204038264623,0.611625125603315,60
log_slow,0,90,0.02,pade_22,50000.0,0.41863546463489004,0.1338782077359179,1.7482825450361907,60
log_slow,0,90,0.02,log_linear,50000.0,0.41863546463489004,0.04929004514547533,0.6167743395110357,60
log_slow,0,90,0.02,levin_t2,50000.0,0.41863546463489004,0.09904272763555236,1.0759458633584686,60
log_slow,0,90,0.02,anderson_1,50000.0,0.41863546463489004,0.1025589111906468,1.1332090189373762,60
log_slow,0,90,0.02,constant_assumed,50000.0,0.41863546463489004,0.10275805732146302,1.3757722614082049,60
log_slow,0,90,0.02,last_value,50000.0,0.41863546463489004,0.10267907838647497,1.121095154739515,60
log_slow,0,90,0.02,window_mean,50000.0,0.41863546463489004,0.12189501409949945,1.3518353249413906,60
log_slow,0,90,0.02,window_min,50000.0,0.41863546463489004,0.09524182053798266,1.0,60
log_oscillatory,0,90,0.1,current_value,50000.0,0.2992564263745022,0.14365932409814758,1.7947098188545432,60
log_oscillatory,0,90,0.1,richardson_1,50000.0,0.2992564263745022,0.02476228677659144,0.30464905548198934,60
log_oscillatory,0,90,0.1,richardson_a10,50000.0,0.2992564263745022,0.1013795442424252,1.2689960321809086,60
log_oscillatory,0,90,0.1,single_exp_fit,50000.0,0.2992564263745022,0.11757721977241033,1.5051598392031227,60
log_oscillatory,0,90,0.1,rational_fit,50000.0,0.2992564263745022,0.11579913366736691,1.486144627420817,60
log_oscillatory,0,90,0.1,pade_22,50000.0,0.2992564263745022,0.12319987730158405,1.5482757414447827,60
log_oscillatory,0,90,0.1,log_linear,50000.0,0.2992564263745022,0.03267587452882611,0.4267234289804094,60
log_oscillatory,0,90,0.1,levin_t2,50000.0,0.2992564263745022,0.1440136793666471,1.7997009705436748,60
log_oscillatory,0,90,0.1,anderson_1,50000.0,0.2992564263745022,0.14642647431337205,1.8385351303592707,60
log_oscillatory,0,90,0.1,constant_assumed,50000.0,0.2992564263745022,0.11757721977593429,1.5051598392031242,60
log_oscillatory,0,90,0.1,last_value,50000.0,0.2992564263745022,0.14365932409814758,1.7947098188545432,60
log_oscillatory,0,90,0.1,window_mean,50000.0,0.2992564263745022,0.13140172565605163,1.6512407687827553,60
log_oscillatory,0,90,0.1,window_min,50000.0,0.2992564263745022,0.0807355501040678,1.0,60
log_oscillatory,0,90,0.02,current_value,50000.0,0.2992564263745022,0.14365932409814758,1.7947098188545432,60
log_oscillatory,0,90,0.02,richardson_1,50000.0,0.2992564263745022,0.02476228677659144,0.30464905548198934,60
log_oscillatory,0,90,0.02,richardson_a10,50000.0,0.2992564263745022,0.1013795442424252,1.2689960321809086,60
log_oscillatory,0,90,0.02,single_exp_fit,50000.0,0.2992564263745022,0.11757721977241033,1.5051598392031227,60
log_oscillatory,0,90,0.02,rational_fit,50000.0,0.2992564263745022,0.11579913366736691,1.486144627420817,60
log_oscillatory,0,90,0.02,pade_22,50000.0,0.2992564263745022,0.12319987730158405,1.5482757414447827,60
log_oscillatory,0,90,0.02,log_linear,50000.0,0.2992564263745022,0.03267587452882611,0.4267234289804094,60
log_oscillatory,0,90,0.02,levin_t2,50000.0,0.2992564263745022,0.1440136793666471,1.7997009705436748,60
log_oscillatory,0,90,0.02,anderson_1,50000.0,0.2992564263745022,0.14642647431337205,1.8385351303592707,60
