regime,obs_idx,target_g,method,n_f,achieved_g,med_med_error,med_med_skill,n
log_oscillatory,50,0.02,weniger_d2,50000.0,0.2560336623945213,0.11757721977593429,1.0389638883994663,5
log_oscillatory,50,0.02,anderson_1,50000.0,0.2560336623945213,0.17719488063558658,1.6460292508008394,5
log_oscillatory,50,0.02,constant_assumed,50000.0,0.2560336623945213,0.11757721977593429,1.038963888399484,5
log_oscillatory,50,0.02,constant_oracle,50000.0,0.2560336623945213,0.06135051046213941,0.5687507515043527,5
broken_power_law,50,0.1,current_value,50000.0,0.4541733869663374,0.012686199460860397,1.3969560786554789,5
broken_power_law,50,0.1,richardson_1,50000.0,0.4541733869663374,0.035933002541353246,3.7568674494767924,5
broken_power_law,50,0.1,richardson_a10,50000.0,0.4541733869663374,0.017864790190556784,1.9356604766573833,5
broken_power_law,50,0.1,single_exp_fit,50000.0,0.4541733869663374,0.025632988493317826,2.757392670252848,5
broken_power_law,50,0.1,rational_fit,50000.0,0.4541733869663374,0.005400123389006512,0.5759421745114214,5
broken_power_law,50,0.1,pade_22,50000.0,0.4541733869663374,0.009472730230021743,1.3370027634722252,5
broken_power_law,50,0.1,log_linear,50000.0,0.4541733869663374,0.047648098117131533,6.119845269747755,5
broken_power_law,50,0.1,weniger_d2,50000.0,0.4541733869663374,0.049361440175231835,4.9821332514329715,5
broken_power_law,50,0.1,anderson_1,50000.0,0.4541733869663374,0.01344721177920787,1.424631446827485,5
broken_power_law,50,0.1,constant_assumed,50000.0,0.4541733869663374,0.049361440175231835,4.9821332514329715,5
broken_power_law,50,0.1,constant_oracle,50000.0,0.4541733869663374,0.010555978838859122,1.1246801685457746,5
broken_power_law,50,0.02,current_value,50000.0,0.4541733869663374,0.012686199460860397,1.3969560786554789,5
broken_power_law,50,0.02,richardson_1,50000.0,0.4541733869663374,0.035933002541353246,3.7568674494767924,5
broken_power_law,50,0.02,richardson_a10,50000.0,0.4541733869663374,0.017864790190556784,1.9356604766573833,5
broken_power_law,50,0.02,single_exp_fit,50000.0,0.4541733869663374,0.025632988493317826,2.757392670252848,5
broken_power_law,50,0.02,rational_fit,50000.0,0.4541733869663374,0.005400123389006512,0.5759421745114214,5
broken_power_law,50,0.02,pade_22,50000.0,0.4541733869663374,0.009472730230021743,1.3370027634722252,5
broken_power_law,50,0.02,log_linear,50000.0,0.4541733869663374,0.047648098117131533,6.119845269747755,5
broken_power_law,50,0.02,weniger_d2,50000.0,0.4541733869663374,0.049361440175231835,4.9821332514329715,5
broken_power_law,50,0.02,anderson_1,50000.0,0.4541733869663374,0.01344721177920787,1.424631446827485,5
