assumed_mode,method,target_g,noise,regime_set,n_capped_excluded,valid_rate,cat_rate,med_error,med_skill,n,med_skill_vs_assumed,win_rate_vs_assumed,med_skill_vs_last,win_rate_vs_last,med_skill_vs_wmean,win_rate_vs_wmean,med_skill_vs_wmin,win_rate_vs_wmin
double,richardson_2,0.1,0.005,holdout,1,1.0,0.0084,0.014816056629406216,0.7107589758269677,119,0.3027,0.6639,0.2437,0.8235,0.161,0.9748,0.2614,0.7479
double,richardson_3,0.1,0.005,core,40,0.9875,0.0906,0.020543135398426646,1.3891615827357842,320,0.5653,0.5906,0.3949,0.7812,0.2287,0.7969,0.3882,0.825
double,richardson_3,0.1,0.005,holdout,1,1.0,0.0168,0.013756225811264122,0.6992486456225423,119,0.3277,0.6555,0.2151,0.8151,0.134,0.9664,0.2455,0.7731
double,single_exp_fit,0.1,0.005,core,40,1.0,0.0094,0.03604854934278928,1.1276797507622283,320,0.7541,0.5625,0.6112,0.9375,0.4615,0.8688,0.6384,0.8688
double,single_exp_fit,0.1,0.005,holdout,1,1.0,0.0084,0.027729788633104713,1.3216433582472888,119,0.7907,0.5546,0.5621,0.9244,0.3339,0.9832,0.6358,0.7899
double,double_exp_fit,0.1,0.005,core,40,0.9812,0.025,0.026875899487538227,1.0000367327880264,320,0.5122,0.5938,0.5355,0.8875,0.4267,0.8469,0.4017,0.8219
double,double_exp_fit,0.1,0.005,holdout,1,1.0,0.0084,0.026371156696100913,1.32171623970172,119,0.7728,0.563,0.5329,0.8908,0.3119,0.9832,0.6119,0.7647
double,rational_fit,0.1,0.005,core,40,1.0,0.0094,0.026969764283930754,1.2666138653878765,320,0.4329,0.6156,0.3239,0.8688,0.2142,0.8406,0.309,0.8281
double,rational_fit,0.1,0.005,holdout,1,1.0,0.0,0.011311887794152563,0.5687448307758689,119,0.2192,0.6471,0.2399,0.8403,0.1379,0.9916,0.2962,0.8151
double,log_fit,0.1,0.005,core,40,1.0,0.0125,0.06844420027088553,3.049402595702355,320,1.2521,0.4813,0.6452,0.6969,0.5372,0.9094,0.7521,0.6344
double,log_fit,0.1,0.005,holdout,1,1.0,0.0,0.0503885153030047,1.6141910502865124,119,0.8365,0.521,0.84,0.5966,0.5413,1.0,1.0845,0.479
double,log_linear,0.1,0.005,core,40,0.5219,0.4781,0.045184853760159814,2.098483187667969,320,2.0985,0.0,0.4287,0.5219,0.247,0.5219,0.448,0.5219
double,log_linear,0.1,0.005,holdout,1,0.5378,0.4622,0.04123280579519581,2.714396217884712,119,2.7144,0.0084,0.4458,0.521,0.2416,0.5378,0.5511,0.5126
double,stability_weighted,0.1,0.005,core,40,1.0,0.0125,0.08670248339002823,2.824242179921278,320,1.5568,0.4344,0.9801,0.5719,0.6758,0.85,1.028,0.3812
double,stability_weighted,0.1,0.005,holdout,1,1.0,0.0084,0.05737840012625256,1.8879040694359484,119,1.1054,0.4958,0.8939,0.6807,0.4593,0.9748,1.0215,0.4622
double,median_ensemble,0.1,0.005,core,40,1.0,0.0063,0.09674452349628482,2.688377914404668,320,1.7248,0.425,0.9939,0.5875,0.6988,0.8594,1.0434,0.2687
double,median_ensemble,0.1,0.005,holdout,1,1.0,0.0,0.07249191689134002,1.773897517024283,119,1.2369,0.4538,0.9822,0.6723,0.5493,1.0,1.0566,0.1513
double,constant_assumed,0.1,0.005,core,40,1.0,0.1812,0.03482687710836012,1.0,320,1.0,0.0,0.5795,0.575,0.3902,0.65,0.7905,0.5563
double,constant_assumed,0.1,0.005,holdout,1,1.0,0.1429,0.043181614969322754,1.0,119,1.0,0.0,0.7381,0.5798,0.4081,0.6723,0.822,0.5378
double,richardson_1,0.5,0.02,core,0,1.0,0.0694,0.01970294003427183,1.0213413250805425,360,0.3702,0.7333,0.4305,0.7861,0.2449,0.8667,0.6184,0.6556
double,richardson_1,0.5,0.02,holdout,0,1.0,0.025,0.013189213183659745,0.8214103743304471,120,0.4183,0.7083,0.3373,0.7333,0.177,0.9917,0.5459,0.6667
double,richardson_2,0.5,0.02,core,0,1.0,0.0944,0.019571997903941138,1.0064728211720753,360,0.4014,0.7306,0.4664,0.7972,0.2481,0.8417,0.6354,0.6667
double,richardson_2,0.5,0.02,holdout,0,1.0,0.025,0.012944643539376514,0.9620149315254629,120,0.3456,0.725,0.3512,0.7167,0.1813,0.975,0.524,0.675
double,richardson_3,0.5,0.02,core,0,0.9889,0.0944,0.020288499137293803,1.156685515826929,360,0.3876,0.7194,0.4517,0.775,0.2557,0.8278,0.586,0.65
double,richardson_3,0.5,0.02,holdout,0,0.9917,0.0417,0.0145252732300023,1.0350887539426628,120,0.3425,0.6833,0.3617,0.6667,0.1764,0.9333,0.5584,0.625
double,single_exp_fit,0.5,0.02,core,0,1.0,0.0333,0.024022835179277086,1.0950383236412191,360,0.5013,0.6861,0.515,0.8,0.3626,0.8528,0.6622,0.6444
double,single_exp_fit,0.5,0.02,holdout,0,1.0,0.0583,0.021225835358430825,1.4163888890791523,120,0.6337,0.5917,0.606,0.7167,0.2403,0.9417,0.8516,0.55
double,double_exp_fit,0.5,0.02,core,0,1.0,0.0361,0.021981139548971435,1.0000542598855886,360,0.4333,0.7194,0.4525,0.8056,0.3742,0.8611,0.6146,0.6639
double,double_exp_fit,0.5,0.02,holdout,0,1.0,0.0583,0.02211176166295884,1.4244029350998377,120,0.5826,0.6,0.612,0.7167,0.2376,0.9417,0.8426,0.5667
double,rational_fit,0.5,0.02,core,0,1.0,0.0417,0.01877580766256883,1.0000000005949876,360,0.333,0.7583,0.3801,0.8139,0.264,0.85,0.4899,0.7028
double,rational_fit,0.5,0.02,holdout,0,1.0,0.0417,0.011549217608433934,0.88841836884638,120,0.3052,0.6917,0.3583,0.7,0.1953,0.975,0.5163,0.6583
double,log_fit,0.5,0.02,core,0,1.0,0.0694,0.03899651286840443,1.717613553215004,360,0.7001,0.5583,0.7156,0.6083,0.5403,0.9278,1.1753,0.4472
double,log_fit,0.5,0.02,holdout,0,1.0,0.0917,0.04032473711595925,2.8978909850641026,120,1.1732,0.4917,1.2057,0.4583,0.5443,0.9917,1.7653,0.35
double,log_linear,0.5,0.02,core,0,0.4306,0.5694,0.027574193954844825,0.7268660279932599,360,0.4848,0.2833,0.3484,0.4111,0.2079,0.4306,0.5686,0.35
double,log_linear,0.5,0.02,holdout,0,0.3917,0.6083,0.026856510267217866,1.0914898894625995,120,0.6941,0.2167,0.3945,0.25,0.211,0.3917,0.9551,0.2083
double,stability_weighted,0.5,0.02,core,0,1.0,0.05,0.0508554774066189,2.0116407227417863,360,0.9421,0.5194,0.9529,0.5444,0.5652,0.8083,1.3418,0.3667
double,stability_weighted,0.5,0.02,holdout,0,1.0,0.0417,0.0402523734562437,2.0243053502171335,120,0.8753,0.525,0.9636,0.5333,0.384,0.9,1.5341,0.2583
double,median_ensemble,0.5,0.02,core,0,1.0,0.0222,0.057302387786492506,1.849701784162518,360,0.9968,0.5,0.9194,0.6194,0.5676,0.85,1.2814,0.3472
double,median_ensemble,0.5,0.02,holdout,0,1.0,0.025,0.03577249513172061,1.8986934685770116,120,1.0117,0.4917,0.9015,0.6,0.3691,0.975,1.3593,0.3167
double,constant_assumed,0.5,0.02,core,0,1.0,0.1833,0.06156339146721648,1.7324778194014252,360,1.0,0.0,0.9054,0.5639,0.5886,0.6417,1.3556,0.3639
double,constant_assumed,0.5,0.02,holdout,0,1.0,0.2167,0.0397332613905475,1.8245563448436242,120,1.0,0.0,0.9758,0.5,0.4633,0.675,1.5233,0.3167
double,richardson_1,0.1,0.02,core,40,1.0,0.1156,0.03308462592310266,2.2333579422459455,320,0.7343,0.5594,0.4123,0.7937,0.2612,0.8344,0.4685,0.6906
double,richardson_1,0.1,0.02,holdout,1,1.0,0.0168,0.016871586224362974,1.5459683429080342,119,0.5105,0.6134,0.3157,0.7311,0.1989,0.9664,0.516,0.605
double,richardson_2,0.1,0.02,core,40,1.0,0.1094,0.02762827203532646,2.5688715587636484,320,0.7319,0.5563,0.422,0.7719,0.2386,0.8156,0.5019,0.6625
double,richardson_2,0.1,0.02,holdout,1,1.0,0.0168,0.022397943867616857,1.6954612903133361,119,0.7039,0.5798,0.3962,0.7143,0.2323,0.9328,0.6533,0.5882
double,richardson_3,0.1,0.02,core,40,0.9875,0.1219,0.025396399110129222,2.7414071365875317,320,0.6892,0.5563,0.4151,0.7562,0.2259,0.7812,0.5302,0.65
double,richardson_3,0.1,0.02,holdout,1,0.9916,0.042,0.02446342190463687,1.8653971989905616,119,0.7532,0.5462,0.4641,0.6723,0.2711,0.8908,0.704,0.5714
double,single_exp_fit,0.1,0.02,core,40,1.0,0.0281,0.0398626147147053,1.9903414224902778,320,0.8752,0.5344,0.5837,0.8375,0.4289,0.8656,0.8084,0.6219
double,single_exp_fit,0.1,0.02,holdout,1,1.0,0.042,0.02802802831191795,1.6592854623028515,119,0.9892,0.5042,0.5548,0.8151,0.366,0.9412,0.8534,0.5882
double,double_exp_fit,0.1,0.02,core,40,1.0,0.025,0.028035466952135754,1.5550398418528601,320,0.7417,0.5719,0.5121,0.8375,0.3673,0.875,0.7009,0.65
